Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
3466,MAHARASHTRA,Nashik,Niphad,TALUK,112934.00,17790.14,16725.19,15903.54,95.09,Critical
3467,MAHARASHTRA,Nashik,Peth,TALUK,49647.00,10694.47,10141.89,537.67,5.30,Safe
3468,MAHARASHTRA,Nashik,Sinnar,TALUK,126789.00,18032.81,17072.75,16020.42,93.84,Critical
3469,MAHARASHTRA,Nashik,Surgana,TALUK,72303.00,12532.67,11906.04,1478.63,12.42,Safe
3470,MAHARASHTRA,Nashik,Trambakeshwar,TALUK,68122.00,11969.46,11367.06,1302.74,11.46,Safe
3471,MAHARASHTRA,Nashik,Yeola,TALUK,96986.00,13093.29,12431.15,9555.19,76.86,Semi Critical
3472,MAHARASHTRA,Osmanabad,Bhoom,TALUK,43220.00,4827.53,4586.14,2943.04,64.17,Safe
3473,MAHARASHTRA,Osmanabad,Kalamb,TALUK,85658.40,10408.59,9888.16,6783.93,68.61,Safe
3474,MAHARASHTRA,Osmanabad,Lohara,TALUK,48285.00,7380.14,7011.13,4006.32,57.14,Safe
3475,MAHARASHTRA,Osmanabad,Omerga,TALUK,89487.00,13289.62,12625.14,7005.08,55.49,Safe
3476,MAHARASHTRA,Osmanabad,Osmanabad,TALUK,118844.00,18794.19,17847.61,11581.47,64.89,Safe
3477,MAHARASHTRA,Osmanabad,Paranda,TALUK,98394.00,9833.60,9341.92,5476.00,58.62,Safe
3478,MAHARASHTRA,Osmanabad,Tuljapur,TALUK,134221.00,18032.68,17094.57,8635.15,50.51,Safe
3479,MAHARASHTRA,Osmanabad,Washi,TALUK,53518.60,6619.44,6288.46,4158.41,66.13,Safe
3480,MAHARASHTRA,Palghar,Dahanu,TALUK,52734.00,4509.23,4262.96,1344.53,31.54,Safe
3481,MAHARASHTRA,Palghar,Jawhar,TALUK,32747.00,2738.53,2561.27,284.74,11.12,Safe
3482,MAHARASHTRA,Palghar,Mokhada,TALUK,17627.00,1393.78,1324.09,187.82,14.18,Safe
3483,MAHARASHTRA,Palghar,Palghar,TALUK,58251.00,5340.65,4994.03,1381.34,27.66,Safe
3484,MAHARASHTRA,Palghar,Talasari,TALUK,18518.00,1070.68,1017.14,324.25,31.88,Safe
3485,MAHARASHTRA,Palghar,Vasai,TALUK,32750.00,1842.92,1750.77,665.28,38.00,Safe
3486,MAHARASHTRA,Palghar,Vikramgad,TALUK,28840.00,2756.65,2511.35,409.41,16.30,Safe
3487,MAHARASHTRA,Palghar,Wada,TALUK,34619.00,2492.20,2332.40,392.83,16.84,Safe
3488,MAHARASHTRA,Parbhani,Gangakhed,TALUK,51836.00,8711.30,8275.74,3398.09,41.06,Safe
3489,MAHARASHTRA,Parbhani,Jintur,TALUK,127004.00,18907.07,17961.72,6964.44,38.77,Safe
3490,MAHARASHTRA,Parbhani,Manwat,TALUK,46817.00,6966.74,6618.40,2930.26,44.27,Safe
3491,MAHARASHTRA,Parbhani,Palam,TALUK,50884.00,6022.43,5721.30,3067.42,53.61,Safe
3492,MAHARASHTRA,Parbhani,Parbhani,TALUK,113532.00,13947.43,13250.08,6633.24,50.06,Safe
3493,MAHARASHTRA,Parbhani,Pathari,TALUK,57963.00,8134.70,7727.96,3982.10,51.53,Safe
3494,MAHARASHTRA,Parbhani,Purna,TALUK,65182.00,11990.13,11390.61,5129.04,45.03,Safe
3495,MAHARASHTRA,Parbhani,Selu,TALUK,72703.00,8726.80,8290.46,4141.46,49.95,Safe
3496,MAHARASHTRA,Parbhani,Sonpepth,TALUK,35479.00,3863.07,3669.93,1916.44,52.22,Safe
3497,MAHARASHTRA,Pune,Ambegaon,TALUK,78670.72,11695.52,10949.07,8795.24,80.33,Semi Critical
3498,MAHARASHTRA,Pune,Baramati,TALUK,137784.67,27831.57,25397.49,16913.20,66.59,Safe
3499,MAHARASHTRA,Pune,Bhor,TALUK,34070.24,3834.70,3607.33,1673.35,46.39,Safe
3500,MAHARASHTRA,Pune,Daund,TALUK,126393.01,17151.47,15928.89,11408.51,71.62,Semi Critical
3501,MAHARASHTRA,Pune,Haveli,TALUK,110053.65,12202.44,11481.10,7079.36,61.66,Safe
3502,MAHARASHTRA,Pune,Indapur,TALUK,146762.11,29263.27,26422.98,18329.45,69.37,Safe
3503,MAHARASHTRA,Pune,Junnar,TALUK,109757.44,16278.51,15293.52,12518.08,81.85,Semi Critical
3504,MAHARASHTRA,Pune,Khed,TALUK,128314.69,14113.34,13340.78,10535.75,78.97,Semi Critical
3505,MAHARASHTRA,Pune,Maval,TALUK,78615.53,8994.48,8500.74,1891.55,22.25,Safe
3506,MAHARASHTRA,Pune,Mulshi,TALUK,44401.58,8566.53,7959.59,1564.19,19.65,Safe
3507,MAHARASHTRA,Pune,Pune City,Urban area,11500.00,1307.59,1229.93,623.20,50.67,Safe
3508,MAHARASHTRA,Pune,Purandhar,TALUK,97519.25,23369.14,21170.63,10854.43,51.27,Safe
3509,MAHARASHTRA,Pune,Shirur,TALUK,148690.70,15083.79,14201.79,13771.38,96.97,Critical
3510,MAHARASHTRA,Pune,Velhe,TALUK,23194.43,5357.38,4975.48,449.63,9.04,Safe
3511,MAHARASHTRA,Raigad,Alibag,TALUK,25313.00,3314.85,3148.37,1224.32,38.89,Safe
3512,MAHARASHTRA,Raigad,Karjat,TALUK,38139.00,2898.15,2727.92,229.85,8.43,Safe
3513,MAHARASHTRA,Raigad,Khalapur,TALUK,31561.00,3984.05,3783.27,345.43,9.13,Safe
3514,MAHARASHTRA,Raigad,Mahad,TALUK,27363.00,2348.11,2227.96,376.09,16.88,Safe
3515,MAHARASHTRA,Raigad,Mangaon,TALUK,51136.00,4414.68,4192.41,380.86,9.08,Safe
3516,MAHARASHTRA,Raigad,Mhasala,TALUK,14830.00,1361.27,1291.26,531.65,41.17,Safe
3517,MAHARASHTRA,Raigad,Murud,TALUK,12589.00,1325.19,1257.47,296.26,23.56,Safe
3518,MAHARASHTRA,Raigad,Panvel,TALUK,35584.00,3174.09,3011.21,859.33,28.54,Safe
3519,MAHARASHTRA,Raigad,Pen,TALUK,22164.00,2589.96,2458.46,235.16,9.57,Safe
3520,MAHARASHTRA,Raigad,Poladpur,TALUK,11559.00,902.19,857.07,133.99,15.63,Safe
3521,MAHARASHTRA,Raigad,Roha,TALUK,40981.00,4684.56,4448.37,452.76,10.18,Safe
3522,MAHARASHTRA,Raigad,Shriwardhan,TALUK,12528.00,1193.37,1132.38,462.10,40.81,Safe
3523,MAHARASHTRA,Raigad,Sudhagad,TALUK,25712.00,2749.77,2609.42,261.95,10.04,Safe
3524,MAHARASHTRA,Raigad,Tala,TALUK,8194.00,705.29,668.09,254.60,38.11,Safe
3525,MAHARASHTRA,Raigad,Uran,TALUK,17106.00,2446.50,2324.17,166.36,7.16,Safe
3526,MAHARASHTRA,Ratnagiri,Chiplun,TALUK,79261.00,6280.72,5966.68,747.23,12.52,Safe
3527,MAHARASHTRA,Ratnagiri,Dapoli,TALUK,40731.00,3397.98,3228.07,864.43,26.78,Safe
3528,MAHARASHTRA,Ratnagiri,Guhagar,TALUK,57545.00,4142.69,3935.55,1187.59,30.18,Safe
3529,MAHARASHTRA,Ratnagiri,Khed,TALUK,73065.00,5721.34,5435.27,668.12,12.29,Safe
3530,MAHARASHTRA,Ratnagiri,Lanja,TALUK,42631.00,3555.50,3362.07,517.23,15.38,Safe
3531,MAHARASHTRA,Ratnagiri,Mandangad,TALUK,26680.00,2099.41,1994.43,302.43,15.16,Safe
3532,MAHARASHTRA,Ratnagiri,Rajapur,TALUK,76472.00,6925.54,6361.63,919.67,14.46,Safe
3533,MAHARASHTRA,Ratnagiri,Ratnagiri,TALUK,50541.00,3904.84,3709.60,1138.82,30.70,Safe
3534,MAHARASHTRA,Ratnagiri,Sangameshwar,TALUK,64381.00,5048.90,4796.43,589.13,12.28,Safe
3535,MAHARASHTRA,Sangli,Atpadi,TALUK,84923.00,13012.65,12305.94,6781.54,55.11,Safe
3536,MAHARASHTRA,Sangli,Jat,TALUK,224761.00,27643.50,26147.52,16236.96,62.10,Safe
3537,MAHARASHTRA,Sangli,Kadegaon,TALUK,56982.00,15088.61,13967.87,7770.10,55.63,Safe
3538,MAHARASHTRA,Sangli,Kavathe Mahankal,TALUK,74953.00,12198.79,11353.88,8371.48,73.73,Semi Critical
3539,MAHARASHTRA,Sangli,Khanapur,TALUK,50917.79,14034.55,12789.57,4019.00,31.42,Safe
3540,MAHARASHTRA,Sangli,Miraj,TALUK,95038.00,16903.40,15980.69,9147.52,57.24,Safe
3541,MAHARASHTRA,Sangli,Palus,TALUK,31212.04,8022.96,7236.50,2862.28,39.55,Safe
3542,MAHARASHTRA,Sangli,Shirala,TALUK,58734.27,6622.88,6198.05,2170.70,35.02,Safe
3543,MAHARASHTRA,Sangli,Tasgaon,TALUK,89315.17,17948.43,16610.13,8274.75,49.82,Safe
3544,MAHARASHTRA,Sangli,Walwa,TALUK,75921.97,9846.56,9150.78,4814.91,52.62,Safe
3545,MAHARASHTRA,Satara,Jaoli,TALUK,55215.00,4445.26,4208.31,1031.21,24.50,Safe
3546,MAHARASHTRA,Satara,Karad,TALUK,88323.00,12336.41,11655.50,7655.33,65.68,Safe
3547,MAHARASHTRA,Satara,Khandala,TALUK,45551.00,4918.76,4625.78,2967.80,64.16,Safe
3548,MAHARASHTRA,Satara,Khatav,TALUK,126905.00,12438.73,11765.73,9261.30,78.71,Semi Critical
3549,MAHARASHTRA,Satara,Koregaon,TALUK,78698.00,13722.53,12765.73,7163.85,56.12,Safe
3550,MAHARASHTRA,Satara,Mahabaleshwar,TALUK,6012.00,220.19,209.18,131.15,62.70,Safe
3551,MAHARASHTRA,Satara,Man,TALUK,142517.00,14219.14,13493.32,10862.06,80.50,Semi Critical
3552,MAHARASHTRA,Satara,Patan,TALUK,93138.00,3326.44,3159.73,2088.28,66.09,Safe
3553,MAHARASHTRA,Satara,Phaltan,TALUK,110345.00,16802.41,15765.74,10556.51,66.96,Safe
3554,MAHARASHTRA,Satara,Satara,TALUK,78336.00,20104.39,18708.49,8069.16,43.13,Safe
3555,MAHARASHTRA,Satara,Wai,TALUK,52467.00,9059.16,8340.08,5718.24,68.56,Safe
3556,MAHARASHTRA,Sindhudurg,Devgad,TALUK,48229.35,3954.01,3756.31,1453.73,38.70,Safe
3557,MAHARASHTRA,Sindhudurg,Doudamarg,TALUK,11509.59,667.33,633.97,354.64,55.94,Safe
3558,MAHARASHTRA,Sindhudurg,Kankavali,TALUK,46940.58,4197.80,3987.91,1421.20,35.64,Safe
3559,MAHARASHTRA,Sindhudurg,Kudal,TALUK,49252.15,4853.01,4610.37,2232.34,48.42,Safe
3560,MAHARASHTRA,Sindhudurg,Malwan,TALUK,38108.97,3489.08,3314.63,1297.70,39.15,Safe
3561,MAHARASHTRA,Sindhudurg,Sawantwadi,TALUK,44371.67,2740.49,2595.81,1272.12,49.01,Safe
3562,MAHARASHTRA,Sindhudurg,Vaibhavvwadi,TALUK,17782.87,1499.28,1424.32,686.17,48.18,Safe
3563,MAHARASHTRA,Sindhudurg,Vengurla,TALUK,23110.32,1941.86,1844.77,934.65,50.66,Safe
3564,MAHARASHTRA,Solapur,Akkalkot,TALUK,140705.00,14199.57,13399.85,7477.30,55.80,Safe
3565,MAHARASHTRA,Solapur,Barshi,TALUK,149562.00,10752.10,10214.49,8098.61,79.29,Semi Critical
3566,MAHARASHTRA,Solapur,Karmala,TALUK,165983.00,12175.56,11566.79,8361.21,72.29,Semi Critical
3567,MAHARASHTRA,Solapur,Madha,TALUK,155933.00,16836.69,15994.85,12846.44,80.32,Semi Critical
3568,MAHARASHTRA,Solapur,Malshiras,TALUK,149299.00,20646.22,19613.89,19797.57,100.94,Over Exploited
3569,MAHARASHTRA,Solapur,Mangalwedha,TALUK,113510.00,9188.43,8589.19,6767.03,78.79,Semi Critical
3570,MAHARASHTRA,Solapur,Mohol,TALUK,136046.00,14516.24,13790.43,11950.68,86.66,Semi Critical
3571,MAHARASHTRA,Solapur,NSolapur,TALUK,58927.00,6600.19,6270.18,4210.02,67.14,Safe
3572,MAHARASHTRA,Solapur,Pandharpur,TALUK,129010.00,15252.56,14451.12,10802.16,74.75,Semi Critical
3573,MAHARASHTRA,Solapur,Sangola,TALUK,176500.00,15225.51,14405.88,10724.67,74.45,Semi Critical
3574,MAHARASHTRA,Solapur,SSolapur,TALUK,108415.00,11119.95,10558.44,6718.47,63.63,Safe
3575,MAHARASHTRA,Thane,Ambarnath,TALUK,26980.00,1822.23,1726.38,352.92,20.44,Safe
3576,MAHARASHTRA,Thane,Bhivandi,TALUK,40634.00,2959.16,2798.74,1138.53,40.68,Safe
3577,MAHARASHTRA,Thane,Kalyan,TALUK,12643.00,854.74,812.01,164.81,20.30,Safe
3578,MAHARASHTRA,Thane,Murbad,TALUK,54378.00,3748.96,3561.49,348.38,9.78,Safe
3579,MAHARASHTRA,Thane,Shahapur,TALUK,75675.00,6415.19,6022.96,722.11,11.99,Safe
3580,MAHARASHTRA,Thane,Thane,TALUK,21837.00,1402.57,1332.44,375.35,28.17,Safe
3581,MAHARASHTRA,Thane,Ulhasnagar,TALUK,1300.00,87.31,82.94,35.14,42.36,Safe
3582,MAHARASHTRA,Wardha,Arvi,TALUK,79476.00,10644.62,10112.40,4859.02,48.05,Safe
3583,MAHARASHTRA,Wardha,Ashti,TALUK,45935.00,6924.57,6578.35,3434.86,52.21,Safe
3584,MAHARASHTRA,Wardha,Deoli,TALUK,68178.00,11309.63,10744.14,4351.43,40.50,Safe
3585,MAHARASHTRA,Wardha,Hinganghat,TALUK,91965.00,13100.62,12445.59,6231.60,50.07,Safe
3586,MAHARASHTRA,Wardha,Karanja,TALUK,60320.00,9099.14,8635.14,5361.55,62.09,Safe
3587,MAHARASHTRA,Wardha,Samudrapur,TALUK,92552.00,15107.30,14351.92,6353.39,44.27,Safe
3588,MAHARASHTRA,Wardha,Seloo,TALUK,64140.00,10118.48,9612.55,5177.82,53.87,Safe
3589,MAHARASHTRA,Wardha,Wardha,TALUK,78650.00,13153.02,12402.56,6798.23,54.81,Safe
3590,MAHARASHTRA,Washim,Karanja,TALUK,81886.56,8524.27,8048.03,5306.38,65.93,Safe
3591,MAHARASHTRA,Washim,Malegaon,TALUK,84643.08,9902.62,9407.50,5626.89,59.81,Safe
3592,MAHARASHTRA,Washim,Mangrulpir,TALUK,71008.53,10916.70,10352.71,5076.39,49.03,Safe
3593,MAHARASHTRA,Washim,Manora,TALUK,70488.15,9911.92,9416.30,4492.95,47.71,Safe
3594,MAHARASHTRA,Washim,Risod,TALUK,84924.19,12726.03,12039.82,7477.71,62.11,Safe
3595,MAHARASHTRA,Washim,Washim,TALUK,88245.91,11241.75,10679.67,6248.06,58.50,Safe
3596,MAHARASHTRA,Yawatmal,Arni,TALUK,65767.39,8463.35,8030.00,3032.19,37.76,Safe
3597,MAHARASHTRA,Yawatmal,Babulgaon,TALUK,53129.15,5651.00,5367.37,2327.14,43.36,Safe
3598,MAHARASHTRA,Yawatmal,Daravha,TALUK,76872.21,8459.82,7987.55,3611.24,45.21,Safe
3599,MAHARASHTRA,Yawatmal,Digras,TALUK,46370.60,5665.93,5337.63,2444.10,45.79,Safe
3600,MAHARASHTRA,Yawatmal,Ghatanji,TALUK,75790.02,8164.29,7756.08,1732.81,22.34,Safe
3601,MAHARASHTRA,Yawatmal,Kalamb,TALUK,62832.35,6207.68,5845.77,2386.19,40.82,Safe
3602,MAHARASHTRA,Yawatmal,Mahagaon,TALUK,72193.56,7912.44,7502.11,4103.89,54.70,Safe
3603,MAHARASHTRA,Yawatmal,Maregaon,TALUK,57586.79,4321.97,4084.86,1406.68,34.44,Safe
3604,MAHARASHTRA,Yawatmal,Ner,TALUK,63372.32,5479.91,5203.42,2849.34,54.76,Safe
3605,MAHARASHTRA,Yawatmal,Omarkhed,TALUK,97835.73,13829.02,12953.52,4482.52,34.60,Safe
3606,MAHARASHTRA,Yawatmal,Pandharkavada,TALUK,69925.56,7513.04,7104.13,1852.16,26.07,Safe
3607,MAHARASHTRA,Yawatmal,Pusad,TALUK,98440.16,12030.88,11381.52,4531.27,39.81,Safe
3608,MAHARASHTRA,Yawatmal,Ralegaon,TALUK,68676.09,7094.54,6597.84,2533.34,38.40,Safe
3609,MAHARASHTRA,Yawatmal,Wani,TALUK,80596.78,8313.41,7897.73,2473.83,31.32,Safe
3610,MAHARASHTRA,Yawatmal,Yeotmal,TALUK,93283.95,9683.08,9183.07,3726.44,40.58,Safe
3611,MAHARASHTRA,Yawatmal,Zara Zamani,TALUK,61394.01,6110.82,5801.85,1507.27,25.98,Safe
3612,MANIPUR,BISHNUPUR,BISHNUPUR,N C,28000.00,6735.14,6061.63,358.78,5.92,Safe
3613,MANIPUR,BISHNUPUR,MOIRANG,N C,21600.00,5178.73,4660.86,253.10,5.43,Safe
3614,MANIPUR,CHURACHANPUR,CHURACHANDPUR,N C,32100.00,8287.09,7458.38,461.14,6.18,Safe
3615,MANIPUR,IMPHAL EAST,IMPHAL EAST I,N C,23290.00,4991.36,4492.22,812.31,18.08,Safe
3616,MANIPUR,IMPHAL EAST,IMPHAL EAST II,N C,47610.00,9956.98,8961.28,273.06,3.05,Safe
3617,MANIPUR,IMPHAL WEST,IMPHAL WEST I,N C,28100.00,4703.47,4233.12,452.49,10.69,Safe
3618,MANIPUR,IMPHAL WEST,IMPHAL WEST II,N C,23800.00,3995.91,3596.32,412.88,11.48,Safe
3619,MANIPUR,THOUBAL,KAKCHING,N C,19000.00,2952.48,2657.23,310.65,11.69,Safe
3620,MANIPUR,THOUBAL,THOUBAL,N C,32400.00,4984.99,4486.49,392.55,8.75,Safe
3621,MEGHALAYA,EAST GARO HILLS,DAMBO RONGJENG,BLOCK,15974.00,2685.74,2417.17,131.54,5.44,Safe
3622,MEGHALAYA,EAST GARO HILLS,SAMANDA,BLOCK,19085.00,3578.29,3220.46,86.31,2.68,Safe
3623,MEGHALAYA,EAST GARO HILLS,SONGSAK,BLOCK,15156.00,3163.27,2846.95,121.21,4.26,Safe
3624,MEGHALAYA,EAST JAINTIA HILLS,KHLIEHRIAT,BLOCK,50445.00,11096.98,9987.28,129.32,1.29,Safe
3625,MEGHALAYA,EAST JAINTIA HILLS,SAIPUNG,BLOCK,32290.00,5857.06,5271.35,61.15,1.16,Safe
3626,MEGHALAYA,EAST KHASI HILLS,KHATARSHNONG LAITKROH,BLOCK,12835.00,2970.05,2673.05,58.79,2.20,Safe
3627,MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,BLOCK,11292.00,2907.95,2617.15,43.65,1.67,Safe
3628,MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,BLOCK,10183.00,2328.11,2095.30,60.57,2.89,Safe
3629,MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,BLOCK,8794.00,1984.35,1785.92,91.96,5.15,Safe
3630,MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,BLOCK,14733.00,4176.04,3758.43,54.56,1.45,Safe
3631,MEGHALAYA,EAST KHASI HILLS,MYLLIEM,BLOCK,3073.00,744.06,669.66,62.20,9.29,Safe
3632,MEGHALAYA,EAST KHASI HILLS,GREATER SHILLONG,BLOCK,3250.00,565.60,509.04,214.57,42.15,Safe
3633,MEGHALAYA,EAST KHASI HILLS,PYNURSLA,BLOCK,12059.00,3895.72,3506.15,16.77,0.48,Safe
3634,MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANJ,BLOCK,10513.00,3122.11,2809.90,48.31,1.72,Safe
3635,MEGHALAYA,NORTH GARO HILLS,KHARKUTTA,BLOCK,13130.00,3589.02,3141.63,137.75,4.38,Safe
3636,MEGHALAYA,NORTH GARO HILLS,RESUBELPARA,BLOCK,23901.00,6379.40,5209.18,271.62,5.21,Safe
3637,MEGHALAYA,RI BHOI,JIRANG,BLOCK,14821.00,1468.50,1321.65,42.94,3.25,Safe
3638,MEGHALAYA,RI BHOI,UMLING,BLOCK,13744.00,1384.63,1246.17,122.33,9.82,Safe
3639,MEGHALAYA,RI BHOI,UMSNING,BLOCK,40313.00,3727.01,3354.31,171.89,5.12,Safe
3640,MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,BLOCK,15465.00,4824.17,4341.75,97.54,2.25,Safe
3641,MEGHALAYA,SOUTH GARO HILLS,CHOKPOT,BLOCK,16686.00,5374.98,4837.48,49.03,1.01,Safe
3642,MEGHALAYA,SOUTH GARO HILLS,GASUAPARA,BLOCK,16366.00,6054.26,5448.83,57.62,1.06,Safe
3643,MEGHALAYA,SOUTH GARO HILLS,RONGARA,BLOCK,17440.00,7276.10,6548.49,47.35,0.72,Safe
3644,MEGHALAYA,SOUTH WEST GARO HILLS,BETASING,BLOCK,22763.00,4884.29,2663.38,604.18,22.68,Safe
3645,MEGHALAYA,SOUTH WEST GARO HILLS,ZIKZAK,BLOCK,19757.00,3208.01,1778.80,159.81,8.98,Safe
3646,MEGHALAYA,SOUTH WEST KHASI HILLS,MAWKYRWAT,BLOCK,21422.00,5253.69,4728.32,99.86,2.11,Safe
3647,MEGHALAYA,SOUTH WEST KHASI HILLS,RANIKOR,BLOCK,27115.00,9104.16,8193.75,35.31,0.43,Safe
3648,MEGHALAYA,WEST GARO HILLS,DADENGGIRI,BLOCK,26181.00,4461.47,1500.80,91.82,6.12,Safe
3649,MEGHALAYA,WEST GARO HILLS,DALU,BLOCK,21244.00,4634.24,1860.59,104.28,5.60,Safe
3650,MEGHALAYA,WEST GARO HILLS,GAMBEGRE,BLOCK,10341.00,2538.42,1482.24,47.96,3.24,Safe
3651,MEGHALAYA,WEST GARO HILLS,RONGRAM,BLOCK,18915.00,3330.45,2080.18,151.66,7.29,Safe
3652,MEGHALAYA,WEST GARO HILLS,SELSELLA,BLOCK,35211.00,12791.14,8153.76,2315.71,28.40,Safe
3653,MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,BLOCK,15892.00,3551.39,2504.73,209.30,8.36,Safe
3654,MEGHALAYA,WEST JAINTIA HILLS,AMLAREM,BLOCK,17583.00,3292.00,2962.80,30.70,1.04,Safe
3655,MEGHALAYA,WEST JAINTIA HILLS,LASKEIN,BLOCK,19117.00,3085.40,2776.86,245.75,8.85,Safe
3656,MEGHALAYA,WEST JAINTIA HILLS,THADLASKEIN,BLOCK,42486.00,4880.07,4392.06,317.00,7.22,Safe
3657,MEGHALAYA,WEST KHASI HILLS,MAIRANG,BLOCK,24555.00,6415.52,5773.97,119.16,2.06,Safe
3658,MEGHALAYA,WEST KHASI HILLS,MAWSHYNRUT,BLOCK,54407.00,12872.67,11585.40,148.60,1.28,Safe
3659,MEGHALAYA,WEST KHASI HILLS,MAWTHADRAISHAN,BLOCK,14489.00,4107.31,3696.58,81.46,2.20,Safe
3660,MEGHALAYA,WEST KHASI HILLS,NONGSTOIN,BLOCK,30519.00,8310.36,7479.32,103.91,1.39,Safe
3661,MIZORAM,AIZAWL,AIBAWK,BLOCK,131.00,9.48,8.54,5.87,68.74,Safe
3662,MIZORAM,AIZAWL,DARLAWN,BLOCK,7623.00,551.78,496.60,19.23,3.87,Safe
3663,MIZORAM,AIZAWL,PHULLEN,BLOCK,3343.00,241.98,217.78,12.98,5.96,Safe
3664,MIZORAM,AIZAWL,THINGSULTHLIAH,BLOCK,4161.00,301.19,271.07,16.66,6.15,Safe
3665,MIZORAM,AIZAWL,TLANGNUAM,BLOCK,6476.00,468.76,421.88,142.20,33.71,Safe
3666,MIZORAM,CHAMPHAI,CHAMPHAI,BLOCK,8096.00,452.14,406.92,28.27,6.95,Safe
3667,MIZORAM,CHAMPHAI,KHAWBUNG,BLOCK,5495.00,306.88,276.19,1.43,0.52,Safe
3668,MIZORAM,CHAMPHAI,KHAWZAWL,BLOCK,9486.00,529.77,476.79,6.99,1.47,Safe
3669,MIZORAM,CHAMPHAI,NGOPA,BLOCK,5596.00,312.52,281.27,7.30,2.60,Safe
3670,MIZORAM,KOLASIB,BILKHAWTHLIR,BLOCK,18978.00,1361.56,1225.41,21.97,1.79,Safe
3671,MIZORAM,KOLASIB,NORTH THINGDAWL,BLOCK,20537.00,1473.41,1326.07,9.05,0.68,Safe
3672,MIZORAM,LAWNGTLAI,BUNGTLANG SOUTH,BLOCK,14659.00,939.59,845.63,4.46,0.53,Safe
3673,MIZORAM,LAWNGTLAI,CHAWNGTE,BLOCK,24542.00,1573.05,1415.74,30.18,2.13,Safe
3674,MIZORAM,LAWNGTLAI,LAWNGTLAI,BLOCK,11093.00,711.02,639.92,59.45,9.29,Safe
3675,MIZORAM,LAWNGTLAI,SANGAU,BLOCK,1781.00,114.15,102.73,7.76,7.55,Safe
3676,MIZORAM,LUNGLEI,HNAHTHIAL,BLOCK,5275.00,365.95,329.36,57.76,17.54,Safe
3677,MIZORAM,LUNGLEI,LUNGLEI,BLOCK,9850.00,683.36,615.03,59.53,9.68,Safe
3678,MIZORAM,LUNGLEI,LUNGSEN,BLOCK,34645.00,2403.53,2163.17,46.33,2.14,Safe
3679,MIZORAM,LUNGLEI,WEST BUNGHMUN,BLOCK,24717.00,1714.76,1543.29,25.84,1.67,Safe
3680,MIZORAM,MAMIT,REIEK,BLOCK,11650.00,811.59,730.43,28.58,3.91,Safe
3681,MIZORAM,MAMIT,WEST PHAILENG,BLOCK,20459.00,1425.26,1282.73,35.35,2.76,Safe
3682,MIZORAM,MAMIT,ZAWLNUAM,BLOCK,39522.00,2753.26,2477.94,36.35,1.47,Safe
3683,MIZORAM,SAIHA,SAIHA,BLOCK,2266.00,163.08,146.77,28.67,19.53,Safe
3684,MIZORAM,SAIHA,TUIPANG,BLOCK,8394.00,604.10,543.69,11.14,2.05,Safe
3685,MIZORAM,SERCHHIP,E LUNGDAR,BLOCK,3846.00,207.50,186.75,27.12,14.52,Safe
3686,MIZORAM,SERCHHIP,SERCHHIP,BLOCK,12320.00,664.68,598.21,20.39,3.41,Safe
3687,NAGALAND,DIMAPUR,DHANSIRIPAR,BLOCK,16602.22,6450.12,5805.10,232.52,4.01,Safe
3688,NAGALAND,DIMAPUR,KUHOBOTO,BLOCK,4004.75,1500.12,1350.10,120.52,8.93,Safe
3689,NAGALAND,DIMAPUR,MEDZIPHEMA,BLOCK,37180.03,13446.44,12774.12,1118.93,8.76,Safe
3690,NAGALAND,DIMAPUR,NIULAND,BLOCK,5258.67,1825.54,1642.99,76.59,4.66,Safe
3691,NAGALAND,KIPHIRE,KIPHIRE,BLOCK,1043.61,134.30,120.87,6.11,5.06,Safe
3692,NAGALAND,KIPHIRE,PUNGRO,BLOCK,1371.78,153.11,137.80,0.43,0.31,Safe
3693,NAGALAND,KIPHIRE,SIMITI,BLOCK,1160.81,224.61,202.15,3.12,1.54,Safe
3694,NAGALAND,KOHIMA,CHIEPHOBOZOU,BLOCK,12581.00,1226.83,1104.15,35.97,3.26,Safe
3695,NAGALAND,KOHIMA,JAKHAMA,BLOCK,4492.73,663.96,597.57,11.94,2.00,Safe
3696,NAGALAND,KOHIMA,KOHIMA,BLOCK,3706.42,1565.54,1408.98,125.17,8.88,Safe
3697,NAGALAND,KOHIMA,TSEMINYU,BLOCK,7483.42,897.32,807.59,39.48,4.89,Safe
3698,NAGALAND,LONGLENG,LONGLENG,BLOCK,7344.54,888.90,800.01,5.96,0.74,Safe
3699,NAGALAND,LONGLENG,TAMLU,BLOCK,5545.08,614.34,552.91,2.70,0.49,Safe
3700,NAGALAND,MOKOKCHUNG,CHANGTONGYA,BLOCK,14301.82,1564.22,1407.80,20.20,1.43,Safe
